This file was created by CMPT_IND_RETS using the 202312 CRSP database.
It contains value- and equal-weighted returns for 10 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
194612,   3.75,   6.16,   6.64,   4.39,   4.73,   3.77,   4.06,   7.23,   6.07,   2.74
194701,   0.23,  10.90,   0.90,  -0.65,   5.38,   1.03,   0.68,  -5.32,  -0.16,   0.47
194702,  -0.31,   1.54,  -0.68,  -2.70,  -2.08,  -2.05,  -0.39,  -4.19,  -0.88,  -1.28
194703,  -2.20,  -2.70,  -1.60,   2.29,  -2.29,  -2.15,  -2.20,  -1.26,  -2.79,  -3.33
194704,  -6.68,  -4.08,  -5.74,  -0.44,  -5.21,  -0.22,  -7.97,  -8.60,  -3.72,  -6.27
194705,  -0.50,  -2.16,  -2.09,   2.52,  -0.29,  -1.10,  -0.37,  -2.68,  -2.48,  -2.07
194706,   6.53,   5.87,   5.74,   7.76,   3.87,  -3.17,   9.88,   4.19,   3.98,   3.19
194707,   4.65,   5.20,   3.88,   3.87,   6.34,   0.81,   4.61,   2.60,   2.53,   5.99
194708,  -1.38,  -0.76,  -1.01,  -2.30,  -4.21,   0.36,  -3.54,  -3.83,   0.26,  -3.19
194709,   0.40,   0.17,   0.70,  -2.71,   1.13,   0.84,  -2.80,  -2.62,  -1.32,  -0.96
194710,   1.36,   2.93,   3.24,   5.24,   1.74,   0.21,   3.03,   1.22,   0.13,   0.99
194711,  -1.69,  -2.68,  -1.20,  -0.34,  -0.55,  -2.57,  -2.41,  -3.04,  -7.58,  -1.95
194712,   0.69,   2.24,   2.62,   9.29,   2.48,   0.44,   0.36,   3.10,   1.19,   3.72
194801,  -2.69,  -5.35,  -4.08,  -7.43,  -5.53,   0.10,  -3.29,  -8.23,  -0.22,  -0.87
194802,  -6.12,  -5.42,  -5.33,  -2.96,  -3.94,  -1.06,  -3.80,  -3.53,  -3.46,  -4.11
194803,   5.46,   7.25,   9.62,   9.93,  11.10,   1.95,   6.67,   6.33,   6.61,   9.94
194804,   1.31,   1.17,   2.51,  11.22,  -0.59,   2.65,   5.08,   2.14,   1.50,   3.25
194805,   5.09,  14.43,   7.87,   6.08,  12.77,   2.49,   8.57,   6.78,   5.73,   6.76
194806,  -2.00,   0.30,  -0.98,   3.49,  -1.41,   0.44,  -1.30,  -2.19,   2.57,  -0.75
194807,  -1.67,  -4.37,  -4.99,  -7.18,  -6.60,  -1.65,  -7.72,  -4.25,  -4.34,  -4.99
194808,   0.02,   1.12,   0.41,  -2.01,   3.07,   0.06,   2.49,  -1.90,   0.10,   1.53
194809,  -3.95,  -3.88,  -2.65,  -4.46,  -3.17,  -0.23,  -0.93,  -3.08,  -0.89,  -3.44
194810,   3.64,   7.95,   6.69,   9.20,   6.85,   1.11,   4.14,   5.19,   4.42,   4.96
194811,  -6.17, -11.87, -10.15, -12.18,  -9.25,  -2.06,  -5.72,  -5.74,  -9.05, -10.58
194812,   0.68,   3.44,   4.04,   4.72,   6.31,   1.09,   1.53,   4.54,   2.65,   2.85
194901,   3.67,   2.44,   0.31,  -3.83,  -1.33,  -1.26,   1.17,   4.57,   4.76,   0.32
194902,  -1.93,  -3.69,  -3.43,  -4.30,  -4.21,  -0.30,  -2.27,  -0.93,   0.68,  -3.20
194903,   3.20,   3.42,   3.56,   6.06,   5.82,   1.36,   4.39,   5.50,   3.77,   4.90
194904,  -1.64,  -4.22,  -3.54,   1.28,  -3.71,  -1.64,  -1.64,   0.24,   1.23,  -1.52
194905,  -0.42,  -2.83,  -3.30,  -5.63,  -5.30,  -2.18,   0.19,  -1.88,  -0.58,  -2.69
194906,   1.02,   1.29,   0.23,  -1.18,   0.11,   1.12,   2.86,   2.16,  -0.92,  -1.38
194907,   4.94,   9.43,   5.94,   6.24,   6.90,   2.41,   5.16,   6.00,   4.73,   4.19
194908,   3.97,   2.31,   2.17,   5.49,   0.75,   0.98,   1.50,   0.19,   3.66,   1.45
194909,   2.83,   2.65,   3.93,   3.03,   3.65,   1.23,   2.32,   1.86,   4.06,   3.39
194910,   1.53,   7.34,   4.34,   3.71,   3.74,   1.88,   0.66,   3.38,   1.32,   2.42
194911,   1.84,   4.75,   3.24,  -2.77,   3.90,   1.67,   2.10,   4.81,   3.24,   1.23
194912,   5.13,   8.27,   6.50,   1.09,   9.17,   1.59,   4.76,   8.70,   3.26,   7.18
195001,   1.37,   1.87,   1.98,  -0.64,   4.53,   1.86,   0.43,   1.06,   3.73,   3.20
195002,   0.53,   3.49,   1.94,  -0.53,   3.40,   0.66,   2.32,   1.92,   2.39,   1.01
195003,  -0.56,   1.86,   0.81,   4.85,   2.42,   4.57,  -0.17,  -2.90,   0.55,  -0.70
195004,   0.14,  10.57,   7.45,   3.23,   4.73,   2.37,  -0.36,   5.52,   0.95,   1.52
195005,   2.07,   6.44,   5.98,   8.80,   0.23,   1.97,   3.16,   3.96,   1.83,   1.35
195006,  -5.69,  -4.04,  -6.55,  -4.52,  -7.96,  -4.28,  -4.42,  -4.19,  -7.63,  -6.79
195007,   0.44,  -2.71,   2.14,   8.81,  -2.91,  -1.33,  -0.96,  -6.94,  -5.23,   7.51
195008,   3.94,   9.23,   6.34,   4.32,   5.26,   2.56,   4.38,   3.68,   3.38,   2.32
195009,   4.88,   8.79,   4.50,   3.53,   5.01,  -0.46,   8.46,   6.16,   4.49,   6.51
195010,  -0.37,   0.61,   0.46,   0.29,  -1.49,   0.21,   0.84,  -1.76,  -0.73,  -1.51
195011,   0.02,  -2.61,   5.94,   5.28,   2.64,  -0.24,   1.11,   4.68,  -1.17,   3.94
195012,   2.83,   1.50,   6.69,   8.68,   3.88,   1.89,   2.76,   6.06,   3.59,  11.06
195101,   4.62,   9.22,   6.13,   6.30,   7.72,   1.88,   3.62,   3.10,   5.02,   6.39
195102,   0.96,   2.80,   1.23,   0.96,   0.92,   4.11,   3.12,   1.46,   3.11,  -0.42
195103,  -2.77,   1.18,  -3.04,  -2.38,  -0.91,  -1.10,  -2.10,   1.70,  -1.41,  -2.84
195104,   0.95,   3.42,   6.85,  10.81,   3.17,   0.85,   0.39,  10.41,   0.21,   3.75
195105,  -1.27,  -5.32,  -2.14,  -3.01,  -2.77,  -0.41,  -1.32,   1.57,  -0.05,  -3.27
195106,  -3.58,  -6.83,  -3.80,   1.09,  -1.60,  -0.18,  -2.71,   0.83,  -0.39,  -5.12
195107,   3.13,   3.10,   8.44,  11.37,   5.67,   2.80,   2.83,  14.46,   5.31,   7.40
195108,   3.51,   7.00,   4.87,   5.74,   5.92,   2.64,   2.64,  -1.43,   2.13,   3.45
195109,  -0.41,   2.66,   0.22,  -0.76,   3.34,  -0.04,   3.40,  -1.82,   1.32,   3.57
195110,  -3.12,  -2.03,  -4.14,   1.17,  -6.35,  -1.08,  -3.11,  -5.97,   0.71,  -3.63
195111,  -0.06,   2.01,   0.43,  -0.79,   2.53,   0.49,   1.51,  -0.48,   1.65,   2.09
195112,   1.91,   2.49,   4.56,   4.72,   4.91,   0.87,  -0.27,   5.14,   3.26,   2.13
195201,   0.52,  -1.17,  -0.30,   6.60,  -1.65,   0.18,  -0.45,   0.65,   3.09,   3.32
195202,  -2.01,   0.46,  -3.84,  -3.39,  -3.30,  -0.63,  -3.76,  -4.25,   0.70,  -1.57
195203,   1.71,   8.33,   2.98,   8.72,   5.21,   1.26,   2.54,   0.45,   2.23,   5.84
195204,  -3.32,  -3.00,  -6.62,  -7.65,  -3.36,  -0.75,  -1.85,  -5.50,  -1.80,  -3.40
195205,   2.14,   4.01,   4.28,   3.51,   2.93,   1.03,   2.58,   2.52,   2.98,   2.94
195206,   2.87,   5.24,   4.32,   5.45,   5.87,   2.06,   3.00,  -0.96,   1.09,   4.02
195207,   0.58,   2.53,   2.22,  -1.02,   1.42,   0.25,   1.94,  -4.38,   2.03,   1.13
195208,   0.96,   2.04,  -1.66,  -2.66,  -0.22,   0.89,  -0.30,  -0.57,   1.81,  -0.14
195209,  -2.83,  -0.78,  -2.10,  -4.30,   1.04,  -0.34,  -0.77,  -4.09,   0.32,  -1.37
195210,  -0.88,   1.20,  -1.55,   0.38,  -1.06,   0.92,  -1.09,  -1.49,   0.34,  -1.57
195211,   6.02,   6.52,   8.70,   2.07,   9.16,   4.07,   4.54,   7.22,   5.08,   7.27
195212,   1.43,   7.01,   2.67,   4.55,   3.06,   0.88,   1.29,  -1.95,   2.01,   3.74
195301,   2.16,  -0.36,   0.66,  -2.99,  -2.31,   1.03,   0.83,  -5.11,   0.92,   1.08
195302,   1.74,  -1.17,  -0.98,   0.33,   0.51,  -0.43,  -0.15,   2.06,   0.51,  -0.22
195303,  -1.74,  -4.38,  -1.63,  -0.55,  -0.74,  -0.43,  -0.48,  -0.17,   0.15,  -1.44
195304,  -0.13,  -1.97,  -2.68,  -5.18,  -0.37,  -1.04,  -0.80,  -5.34,  -2.94,  -3.20
195305,   0.24,  -0.02,   0.23,   1.84,   1.15,   0.37,   1.52,  -0.04,  -0.14,   1.44
195306,  -0.84,  -3.33,  -2.32,  -0.08,  -2.01,   0.50,  -2.19,  -3.31,  -2.98,  -2.06
195307,   2.72,   0.72,   2.60,   3.93,   2.31,   0.94,   1.97,   3.66,   3.43,   1.43
195308,  -3.50,  -6.36,  -4.86,  -6.36,  -4.40,  -0.84,  -2.34,   0.05,  -0.35,  -6.80
195309,   0.26,  -0.82,   1.16,  -1.92,   3.35,   1.77,   0.10,   0.42,   1.65,  -0.98
195310,   0.69,   7.74,   6.01,   5.64,   7.24,   1.39,   0.86,   2.66,   4.45,   3.69
195311,   0.35,   0.49,   4.15,   1.99,   5.02,   2.26,   3.34,   7.98,   3.00,   2.78
195312,  -0.62,  -1.21,   0.63,   0.44,   0.69,   0.53,   1.25,  -1.34,   0.70,  -2.31
195401,   4.17,   5.28,   4.51,   8.64,   6.85,   1.89,   3.31,   5.65,   3.30,   6.66
195402,  -0.30,   1.71,   0.96,   2.80,   5.01,   2.58,   0.44,  -0.19,   1.58,   1.54
195403,   1.37,   3.51,   4.85,   4.28,   8.84,   1.72,   0.37,   0.28,   2.94,   1.79
195404,   0.98,   4.09,   5.73,   6.15,   9.08,   1.96,   1.53,   1.20,   1.26,   2.87
195405,   2.38,   4.48,   4.47,   2.97,  -0.41,   1.23,   2.85,   1.61,   2.64,   4.40
195406,   0.57,   1.19,   3.60,  -5.86,   9.71,   0.54,   2.49,  -2.43,   1.29,   1.49
195407,   6.39,   9.84,   5.21,   4.23,  -0.50,   4.36,   4.21,   8.21,   5.42,   6.83
195408,  -2.70,  -3.36,  -3.76,   0.52,  -4.67,  -1.43,  -0.22,  -2.56,  -1.73,  -2.27
195409,   3.88,  14.47,   6.60,  10.01,   6.43,   2.49,   4.84,   2.82,   2.01,   4.32
195410,  -2.22,  -0.77,  -1.11,  -1.98,  -1.97,  -0.85,  -2.53,  -1.62,  -3.81,   0.58
195411,   6.09,   4.46,  13.68,   8.04,  13.20,   3.43,   8.40,  12.56,   5.67,  11.16
195412,   4.35,   7.26,   6.53,   6.47,   3.06,   1.58,   2.26,   6.12,   3.57,   9.38
195501,   0.30,   0.54,  -0.11,   0.41,   3.49,   0.80,   1.74,  -2.88,   1.45,   0.88
195502,   1.53,  -1.03,   4.17,   2.42,   4.42,   3.99,   1.31,   2.85,   3.65,   3.77
195503,  -0.84,   0.05,   0.36,  -0.23,  -1.10,  -0.19,  -1.40,   6.09,  -0.73,   0.94
195504,   4.07,   5.67,   4.34,   0.58,   5.37,   1.97,   1.83,   0.02,   2.56,   3.45
195505,  -0.27,  -1.11,   3.00,  -0.62,   0.07,   1.29,   3.02,   3.15,  -0.14,   1.64
195506,   2.49,  10.09,   9.59,  11.20,   2.73,   0.69,   4.43,   0.17,   1.68,   2.37
195507,   2.06,  19.60,  -1.17,   2.76,  -2.74,   2.61,   2.04,   0.13,   3.68,  -1.43
195508,  -0.67,  -4.27,   3.03,  -1.10,   0.86,  -2.44,   1.62,   0.15,   0.05,   0.58
195509,  -1.58,   9.24,  -0.75,  -0.38,  -4.22,   1.07,   3.42,  -3.17,  -2.63,  -2.71
195510,  -0.83,  -4.98,  -3.05,  -0.99,  -5.17,  -1.15,  -2.51,   0.82,  -0.97,  -2.61
195511,   3.50,   9.24,   8.00,   8.58,  10.12,   1.63,   6.01,   6.29,   3.40,   8.30
195512,   1.20,  -4.06,   2.89,   3.70,   4.85,   0.86,  -0.76,   6.23,  -0.12,  -0.64
195601,  -1.53,  -6.74,  -4.57,   0.54,  -5.21,   1.87,  -4.41,  -6.50,  -0.34,  -2.76
195602,   1.10,   5.60,   4.88,   4.27,   6.27,   0.16,   2.81,   8.27,   1.94,   3.37
195603,   1.76,   3.74,   7.72,  11.44,  10.48,   1.43,   0.43,   7.26,   3.78,   5.71
195604,   0.86,  -5.14,   1.02,   3.62,   0.09,  -0.88,  -1.82,   2.76,  -2.17,   0.89
195605,  -3.25,  -4.46,  -6.17,  -6.37,  -5.28,  -1.06,  -4.55,  -1.23,  -0.72,  -5.41
195606,   0.66,   7.02,   4.62,   2.74,   7.12,   1.28,   2.20,   3.60,   2.36,   1.56
195607,   1.99,   4.35,   6.06,   6.00,   5.28,   2.65,   4.57,   3.09,   5.24,   2.41
195608,  -1.38,   0.81,  -3.01,  -5.27,  -3.55,  -1.39,  -2.61,  -3.07,  -2.48,  -3.59
195609,  -3.23,  -1.21,  -6.06,  -5.81,  -6.85,  -2.84,  -4.40,  -3.68,  -3.86,  -4.40
195610,   0.41,  -1.01,   1.07,   0.54,   3.25,  -1.40,   1.33,   0.58,   1.14,   1.11
195611,  -0.42,  -3.44,  -0.77,   5.31,   0.69,   1.53,  -2.13,  -1.30,   0.42,   0.22
195612,   1.26,   1.04,   4.86,   4.14,   4.44,   2.56,  -0.42,   6.06,   1.83,   2.02
195701,   1.78,  -6.21,  -5.88,  -4.12,  -5.64,   2.90,  -1.25,  -2.27,   2.63,  -0.54
195702,  -1.41,  -1.85,  -2.74,  -2.27,  -0.65,   0.33,  -0.93,  -0.35,  -0.29,  -2.56
195703,   1.58,   0.54,   2.03,   3.17,   4.77,   1.51,   2.00,   8.22,   1.70,   2.31
195704,   1.39,   7.95,   3.70,   6.94,   8.39,   0.44,   0.19,   5.43,   3.18,   3.16
195705,   1.39,   1.05,   3.16,   7.61,   5.79,   1.04,   2.55,   4.79,   2.25,   1.36
195706,  -0.64,   0.08,   0.34,  -1.74,   5.26,  -2.09,  -1.91,   6.46,  -5.10,  -1.11
195707,   0.92,   3.64,   0.45,   1.00,   1.07,  -0.24,   2.89,   2.60,   0.04,   1.13
195708,  -1.99,  -3.09,  -6.23,  -5.74,  -7.04,  -0.12,  -2.70,  -2.98,  -2.58,  -5.45
195709,  -1.14,  -7.09,  -6.87,  -7.97,  -6.36,  -2.22,   0.42,  -3.04,  -1.73,  -6.67
195710,  -2.12,  -3.94,  -4.72,  -5.76,  -1.77,  -2.10,  -3.93,  -0.68,  -0.69,  -6.88
195711,   3.36,  -5.26,   3.35,   2.41,   6.46,   1.49,   1.74,   8.58,   4.38,   0.33
195712,   0.45,  -7.89,  -4.60,  -6.98,  -3.24,   1.26,  -1.71,  -0.48,   2.56,  -4.39
195801,   7.46,   4.96,   5.39,   1.59,   4.03,   4.26,   7.49,  -0.41,   6.25,  11.04
195802,   2.04,  -1.44,  -2.02,  -4.60,  -1.63,   0.66,   1.41,   4.95,   1.27,  -1.79
195803,   4.19,   2.95,   1.57,   7.92,   2.62,   1.17,   4.08,   8.17,   1.97,   2.51
195804,   3.54,   4.96,   1.44,   5.14,  -0.12,   2.70,   2.99,   6.55,   5.08,   4.52
195805,   2.72,   4.79,   3.45,   0.35,   1.50,   2.11,   3.62,   1.44,   1.40,   3.74
195806,   2.65,   2.62,   2.37,   4.95,   3.63,   1.66,   2.14,   3.55,   2.20,   2.87
195807,   1.63,   9.98,   8.48,   0.69,   3.74,   0.90,   1.87,   5.97,   1.12,   5.28
195808,   2.93,   0.02,   2.42,   1.92,   2.08,   2.41,   5.70,   1.98,  -1.01,   3.01
195809,   4.26,  10.04,   4.54,   3.28,   6.20,   5.04,   4.02,  11.72,   3.47,   4.42
195810,   2.50,   2.28,   3.05,   1.33,   4.49,   1.46,   1.22,   1.05,   4.28,   3.75
195811,   4.09,   1.75,   2.92,   1.92,   4.35,   2.14,   5.89,   8.03,   2.96,   4.63
195812,   2.67,   2.75,   5.21,   1.25,  13.11,  13.28,   5.72,   4.61,   5.94,   3.08
195901,   3.81,  -1.08,   0.79,   0.51,  -2.22,   3.91,   3.49,  -0.62,   1.24,   2.09
195902,   3.00,  -1.94,   3.62,  -7.39,   5.17,   4.85,   2.66,   3.86,   1.25,   1.75
195903,   0.30,  -1.19,  -0.24,   2.14,   2.33,  -0.43,  -1.66,   4.25,   1.63,  -0.71
195904,   3.01,   9.38,   4.17,   1.72,   8.44,   4.63,   1.54,  11.92,  -1.13,   1.96
195905,   1.33,   5.18,   4.04,  -0.95,   4.84,  -1.04,   2.72,  -1.07,  -1.10,   0.63
195906,   1.67,   0.16,   1.28,  -2.72,  -0.99,  -1.04,   2.26,   6.59,  -2.23,   1.42
195907,   3.70,   8.43,   3.73,   4.96,   0.45,   0.60,   2.12,   4.73,   3.83,   0.25
195908,  -0.39,   2.42,  -1.89,  -3.13,  -2.50,   0.61,   0.78,  -3.57,   1.34,  -2.21
195909,  -3.22,  -4.45,  -4.96,  -6.90,  -4.19,  -0.96,  -2.12,  -4.96,  -4.35,  -4.14
195910,   3.79,  -1.26,   1.42,   1.17,   4.98,   1.30,   0.87,   2.34,   0.89,   0.30
195911,   1.25,  -0.10,   2.19,  -0.41,   9.21,  -1.23,   2.35,   5.62,   0.40,  -0.50
195912,   1.23,   5.16,   2.16,   4.23,   3.41,   4.31,   2.68,  -1.67,   2.14,   2.11
196001,  -3.36, -11.17,  -8.41,  -7.49,  -9.80,   0.95,  -5.65,  -6.38,  -2.07,  -4.52
196002,   2.93,  -2.20,   0.49,  -3.43,   5.35,   8.36,   4.21,   0.31,   2.77,  -0.02
196003,  -1.41,  -4.38,  -3.55,  -0.80,   1.63,   0.14,   0.10,   1.61,   1.75,  -2.27
196004,   1.53,  -1.57,  -3.53,  -4.26,   0.52,  -1.05,  -0.23,   1.65,   1.38,  -1.13
196005,   6.51,  -0.68,   3.86,  -3.46,   9.55,   3.32,   3.14,  13.72,   1.49,   0.24
196006,   4.33,   0.81,   1.68,   3.52,   1.46,  -0.34,   3.84,  -0.16,   5.77,   2.86
196007,  -0.95,  -0.60,  -4.15,   0.70,  -4.20,   0.10,  -3.01,  -3.86,  -1.07,  -1.47
196008,   4.51,   3.48,   1.70,   4.10,   1.16,   7.11,   3.13,   2.46,   4.40,   3.11
196009,  -3.43,  -5.68,  -7.03,  -1.00,  -8.72,  -5.91,  -8.39,  -8.71,  -4.48,  -5.73
196010,   1.67,  -1.34,  -0.97,   2.43,  -3.25,   0.14,   0.23,  -3.49,  -0.33,  -0.81
196011,   8.66,  -0.66,   4.85,   3.40,   7.01,   4.19,   6.92,   4.04,   3.73,   6.69
196012,   4.48,  -0.41,   3.94,   5.30,   3.03,  12.45,   2.26,   6.22,   6.35,   4.22
196101,   5.41,   8.36,   6.63,   9.76,   2.87,   7.89,   2.94,   6.05,   4.95,   7.79
196102,   6.61,   3.98,   5.05,   0.73,   2.71,   0.75,   4.96,   5.20,   3.63,   5.69
196103,   4.85,   3.43,   1.61,   1.42,   2.77,   7.43,   5.86,   3.80,   2.02,   3.53
196104,  -1.36,  -1.71,  -1.34,   4.76,   0.48,   0.80,   0.59,  -0.30,   1.85,   0.56
196105,   3.68,   1.30,   4.58,   0.15,   2.86,  -1.04,   4.08,   2.28,   2.39,   4.18
196106,  -1.39,  -1.53,  -2.97,  -4.02,  -3.35,  -3.99,   0.54,  -3.38,  -1.87,  -3.79
196107,   2.85,   6.15,   2.48,   2.28,   1.79,   6.43,   2.45,   3.50,   2.88,   1.27
196108,   5.11,   1.37,   2.45,   0.19,   4.49,   0.21,   3.25,   3.86,   3.81,   5.23
196109,   0.05,   4.68,  -4.46,  -6.42,   0.21,  -2.72,   0.39,  -1.23,   1.42,  -1.83
196110,   3.35,   0.54,  -0.22,   6.62,   3.37,   0.20,   9.05,   3.66,   5.31,   2.32
196111,   5.49,   9.67,   2.94,   5.53,   2.93,   8.52,   5.13,   3.14,   3.42,   3.82
196112,  -3.18,   2.87,   0.17,   3.81,  -0.69,   3.32,  -0.36,  -1.99,  -4.20,  -1.85
196201,  -6.16,  -0.17,  -3.55,   0.08,  -4.96,  -6.07,  -8.62,  -4.78,  -2.59,  -1.44
196202,   0.25,  -1.46,   1.41,   5.35,  -0.02,   4.11,   1.64,   3.75,   2.63,   1.72
196203,  -1.10,   0.41,  -0.45,  -1.65,   0.21,  -2.94,   0.91,   0.41,   1.96,  -1.77
196204,  -6.77,  -5.17,  -7.95,  -3.62, -11.05,  -4.68,  -4.42, -11.33,  -2.78,  -7.08
196205, -11.28,  -4.43,  -8.21,  -4.96, -11.17,  -7.13,  -9.09, -10.78, -10.47,  -7.85
196206,  -8.81,  -6.07,  -9.54,  -4.85, -11.57,  -8.52, -10.25, -12.89,  -5.09,  -9.15
196207,   5.23,   8.03,   5.25,   4.90,  11.30,   7.23,   4.37,   7.78,   7.45,   5.74
196208,   0.90,   3.83,   2.36,   1.83,   3.38,   1.58,   4.30,  -7.92,   3.17,   3.87
196209,  -5.61,  -2.20,  -5.80,  -1.77,  -8.86,  -6.05,  -6.62,  -4.05,  -2.83,  -5.76
196210,  -3.28,   2.46,   1.49,  -0.29,  -0.14,   2.77,  -1.35,   2.47,  -1.08,   0.57
196211,  12.09,   6.73,  13.21,  10.71,  14.56,   7.16,  11.15,  17.59,   7.59,  14.77
196212,   1.45,   3.54,  -1.07,   4.69,  -0.17,   1.08,   0.04,   0.88,   3.45,   1.40
196301,   5.94,   7.60,   5.78,   2.68,   5.64,   4.13,   4.13,   5.66,   5.26,   5.24
196302,  -3.03,  -2.89,  -2.55,  -1.31,  -5.06,  -1.09,  -0.68,  -2.58,  -1.47,  -0.42
196303,   2.56,   7.09,   2.88,   6.98,   2.75,   1.94,   2.01,   1.18,   1.80,   2.95
196304,   2.39,   5.65,   4.69,   6.05,   6.42,   3.73,   5.45,   7.62,   2.40,   5.94
196305,   1.89,   8.03,   2.09,  -0.11,   4.19,  -0.64,   2.62,  -0.25,   1.03,   3.58
196306,  -1.38,  -3.24,  -2.56,   1.21,  -4.92,  -1.94,  -1.39,  -1.09,  -1.12,  -1.40
196307,  -0.48,  -0.07,  -1.39,   2.30,  -0.68,  -0.25,  -1.05,   0.57,   0.81,  -1.59
196308,   4.87,   6.54,   6.19,   3.94,   5.13,   4.28,   6.42,   9.56,   4.20,   5.44
196309,  -1.69,  -0.25,  -0.78,  -3.65,   0.14,   2.36,   0.93,  -4.07,  -2.50,  -3.18
196310,   2.66,  10.71,   2.54,  -0.33,   8.30,   3.43,   0.51,   3.38,  -0.67,   1.39
196311,  -1.12,  -5.17,   0.30,  -1.15,  -0.29,   4.14,  -1.25,  -1.65,  -1.02,   0.10
196312,   2.81,   0.60,   1.89,   4.66,   3.04,  -0.09,   0.33,   1.53,   2.41,   2.66
196401,   0.80,   1.22,   2.71,   4.85,   2.93,   3.32,   2.52,   3.70,   1.40,   1.17
196402,   1.86,   1.64,   2.73,   1.08,   1.96,  -0.28,   1.63,   1.65,   0.87,   5.38
196403,   3.08,   1.08,   3.70,   1.40,   3.38,  -0.90,   2.43,  -1.94,  -0.74,   2.34
196404,  -0.47,   1.80,  -1.72,   4.04,  -3.63,   0.83,   2.88,  -1.42,   1.05,   0.29
196405,   1.56,   1.52,   1.77,   2.15,   2.74,  -0.39,   3.91,   0.52,   0.84,   2.38
196406,   1.60,   0.77,   0.88,   0.67,   0.51,   4.69,   3.84,   0.58,   2.21,   1.31
196407,   1.76,   5.64,   1.34,   3.33,  -1.81,  -2.01,   1.21,   4.76,   4.91,   1.23
196408,  -0.26,   1.40,  -1.26,  -1.86,  -2.76,  -1.56,   0.34,  -4.22,  -0.02,  -3.11
196409,   1.69,   4.64,   4.78,   3.08,   1.15,  -1.03,   3.48,   2.74,   1.88,   3.99
196410,  -0.19,   0.08,   0.42,   3.07,  -0.99,  -0.89,   2.31,   2.86,   0.96,   1.75
196411,   0.71,  -1.09,  -0.58,   2.54,  -0.23,  -2.22,   3.24,   2.17,   1.37,  -1.65
196412,   0.23,   1.89,  -0.71,  -0.24,  -0.01,   3.12,   0.16,   4.38,   0.49,  -1.78
196501,   6.06,   3.81,   5.39,   0.51,   7.46,   0.25,   3.06,   7.66,   3.96,   4.72
196502,   1.61,  -0.51,   2.55,  -3.36,   2.20,   0.81,   1.39,   2.42,   0.44,   2.61
196503,  -0.79,   1.28,  -1.14,  -3.02,  -0.47,  -1.68,  -0.82,  -0.92,  -0.52,  -0.37
196504,   4.20,   6.78,   4.05,   0.86,   5.14,   2.33,   6.81,   2.97,   0.66,   2.30
196505,  -0.79,  -3.26,  -0.54,   0.87,   0.47,   2.76,   0.19,  -1.25,  -0.97,  -1.49
196506,  -5.13,  -6.80,  -6.24,  -1.98,  -5.72,  -4.17,  -6.21,  -5.31,  -3.66,  -6.99
196507,   1.58,   2.29,   2.07,   1.80,   3.59,  -0.37,  -1.40,   3.95,   1.06,   3.34
196508,   4.05,   3.42,   3.51,   1.55,   5.87,   1.33,   2.30,   6.29,   0.92,   5.11
196509,   0.48,   7.11,   3.84,   4.37,   5.25,   1.10,  -0.69,   2.24,   1.39,   1.76
196510,   2.59,   6.14,   4.37,   1.84,   5.20,  -2.27,   0.31,   3.23,   1.05,   4.13
196511,   1.09,  -3.78,   1.39,   0.71,   2.74,  -4.31,   1.35,   3.79,  -1.00,   4.08
196512,   1.27,   1.47,   3.23,   0.18,  -1.52,  -0.84,   1.32,   3.84,  -0.31,   3.29
196601,   1.92,   0.61,   2.93,   1.04,   1.34,  -1.30,  -4.35,   2.74,  -3.03,   5.21
196602,  -0.48,  -1.48,  -0.75,  -3.44,   5.01,   0.48,  -1.84,  -1.55,  -4.17,   2.07
196603,  -2.65,  -2.97,  -1.76,  -2.23,  -0.90,  -4.84,  -2.08,  -1.60,  -0.14,  -2.57
196604,   0.38,   0.16,   2.85,   3.14,   7.62,   1.27,   3.07,  -0.01,   1.19,   3.03
196605,  -4.91,  -8.37,  -5.67,  -3.76,  -6.07,  -2.99,  -2.94,  -5.27,  -2.73,  -7.79
196606,  -1.80,  -1.97,  -0.96,  -2.28,  -0.13,   0.48,  -2.38,   0.99,  -1.78,   0.65
196607,  -1.18,  -2.58,  -1.60,   0.40,  -1.71,  -1.16,  -1.97,  -1.71,  -0.18,  -1.94
196608,  -7.17,  -7.57,  -7.85,  -6.36,  -5.92,  -4.60,  -6.39,  -8.09,  -8.59, -11.86
196609,  -1.48,  -0.97,  -3.59,   3.94,  -1.92,  -0.56,  -2.01,  -1.15,   4.36,  -1.91
196610,   4.52,   0.38,   2.52,   8.46,   0.27,   9.18,  -1.36,   4.87,   9.94,   3.02
196611,   2.31,  -3.40,   2.79,  -1.14,  10.87,  -2.83,   0.70,   6.90,  -1.36,   7.99
196612,   0.22,  -2.63,   1.37,  -0.66,   0.46,   2.96,  -4.18,  -0.18,   2.10,   2.15
196701,   9.42,  11.80,  11.19,   3.58,  10.23,   6.24,  11.78,   6.45,   2.84,  11.99
196702,   2.03,  -1.08,   1.22,  -0.07,   6.15,   2.13,   3.25,   1.40,  -1.72,  -0.32
196703,   4.45,   3.85,   5.80,   3.61,   5.49,   2.97,   2.34,   7.86,   1.53,   4.42
